cg02494853	0.062628	0.094651	0.064557	0.074475	0.074072	0.062672	0.11143	0.10668	0.1373	0.11012	0.071087	0.1212	0.061066	0.059749	0.10853	0.13385	0.077492	0.089261	0.072173	0.11192	0.075392	0.051365	0.072104	0.21392	0.12441	0.078503	0.10699	0.099855	0.043427	0.085655	0.069067	0.061259	0.083799	0.05457	0.0685	0.041292	0.050596	0.046711	0.062535	0.10426	0.030835	0.06072	0.07477	0.12223	0.097111	0.059207	0.22973	0.043649	0.080342	0.075639
cg02839557	0.097487	0.084514	0.10957	0.058023	0.06918	0.060634	0.45644	0.55007	0.44205	0.4252	0.047716	0.6495	0.076387	0.076695	0.49093	0.13598	0.45875	0.078553	0.083005	0.09895	0.23287	0.34419	0.059573	0.38526	0.35985	0.43051	0.093806	0.13905	0.045304	0.054739	0.079273	0.084592	0.34884	0.07297	0.084245	0.52799	0.058734	0.43169	0.36705	0.4664	0.16625	0.09215	0.49014	0.069231	0.36287	0.41803	0.13963	0.28055	0.11472	0.46368
cg02842889	0.02853	0.03179	0.062755	0.049053	0.039013	0.044867	0.47091	0.38397	0.41907	0.42316	0.026755	0.4036	0.056287	0.024583	0.37986	0.029954	0.6086	0.070678	0.055261	0.038548	0.06628	0.57433	0.038124	0.43262	0.58253	0.58779	0.048793	0.069876	0.029257	0.034823	0.056824	0.04207	0.3352	0.037413	0.03775	0.51295	0.044351	0.39145	0.56613	0.57891	0.052499	0.5032	0.51109	0.036094	0.59172	0.55014	0.065142	0.33056	0.05098	0.50887
cg03052502	0.97133	0.95075	0.95893	0.95938	0.9695	0.9515	0.44095	0.40728	0.41986	0.4451	0.97538	0.38926	0.9736	0.97496	0.56576	0.97957	0.24655	0.97233	0.97212	0.97916	0.97415	0.48819	0.97219	0.60017	0.35879	0.47762	0.9737	0.97622	0.97182	0.98556	0.97191	0.96973	0.38946	0.97384	0.97918	0.62483	0.983	0.48185	0.50928	0.58348	0.98088	0.57883	0.45591	0.98098	0.50093	0.42474	0.97891	0.39818	0.98124	0.42095
cg03155755	0.92601	0.91466	0.91471	0.90998	0.90547	0.924	0.37469	0.36862	0.44752	0.50208	0.94209	0.45749	0.92059	0.93913	0.41573	0.92713	0.46074	0.93636	0.92956	0.92232	0.92973	0.42326	0.91884	0.45157	0.40329	0.52886	0.91855	0.91929	0.91956	0.93573	0.94121	0.92045	0.55059	0.95121	0.92886	0.53231	0.95187	0.45642	0.75993	0.49853	0.95242	0.53885	0.50343	0.95049	0.48048	0.5559	0.95165	0.50559	0.94399	0.59754
cg03244189	0.18995	0.12061	0.13899	0.15973	0.11207	0.33549	0.4685	0.42918	0.20938	0.13323	0.091946	0.1541	0.15025	0.10539	0.075484	0.17428	0.11049	0.2018	0.11387	0.18449	0.4036	0.23141	0.099806	0.2127	0.25234	0.20708	0.22806	0.14197	0.08696	0.14887	0.12748	0.10057	0.19791	0.14148	0.1678	0.31459	0.13727	0.19766	0.33888	0.30511	0.15844	0.23218	0.24365	0.11387	0.34551	0.287	0.30407	0.26029	0.2076	0.44526
cg03443143	0.85794	0.86106	0.85505	0.87049	0.87207	0.88795	0.47304	0.4853	0.43998	0.38019	0.90873	0.40187	0.90075	0.88487	0.53699	0.88484	0.42468	0.91005	0.90444	0.86865	0.84662	0.58348	0.89535	0.65698	0.4482	0.43548	0.87668	0.88346	0.89375	0.86802	0.92159	0.891	0.60042	0.90554	0.91306	0.66425	0.90191	0.42922	0.44905	0.63288	0.91237	0.48073	0.39103	0.92087	0.47889	0.38898	0.89587	0.57302	0.90702	0.46286
cg03683899	0.044256	0.046086	0.069943	0.032338	0.076394	0.055788	0.52129	0.55915	0.12153	0.30805	0.035742	0.31878	0.031304	0.04	0.34057	0.017699	0.39087	0.051524	0.055442	0.034658	0.063471	0.60102	0.039027	0.41234	0.45034	0.58749	0.066761	0.053486	0.030742	0.020856	0.049734	0.025389	0.52016	0.021542	0.0056173	0.34322	0.031825	0.31969	0.32196	0.41661	0.055816	0.31371	0.30323	0.024624	0.39947	0.30393	0.031191	0.4349	0.044565	0.2931
cg03695421	0.61108	0.76636	0.61718	0.63926	0.60566	0.49703	0.47985	0.39773	0.32308	0.40948	0.71867	0.29054	0.64972	0.69494	0.3427	0.7389	0.24233	0.70121	0.71718	0.71123	0.74827	0.44378	0.70801	0.33291	0.324	0.19071	0.71599	0.65812	0.69179	0.60242	0.69878	0.68374	0.31979	0.74769	0.77482	0.34584	0.78107	0.40319	0.51777	0.51769	0.74316	0.41064	0.42647	0.80986	0.37772	0.32653	0.8098	0.41678	0.83447	0.52822
cg03706273	0.097074	0.080418	0.10709	0.079049	0.061486	0.076229	0.14519	0.17902	0.26773	0.15805	0.077382	0.18774	0.078091	0.061093	0.18855	0.15285	0.133	0.084495	0.079586	0.14287	0.071045	0.07774	0.061582	0.17523	0.22447	0.15562	0.1285	0.14204	0.064441	0.091186	0.077409	0.08619	0.1279	0.052077	0.087648	0.099277	0.05987	0.10333	0.16265	0.16172	0.091676	0.067275	0.11924	0.040389	0.25199	0.075902	0.16031	0.11279	0.10739	0.15099
cg03750315	0.051768	0.080771	0.081629	0.096206	0.093523	0.074745	0.40086	0.47609	0.22166	0.4058	0.10118	0.36581	0.060209	0.047628	0.4396	0.16805	0.5327	0.12024	0.064516	0.066179	0.054711	0.53941	0.14731	0.40058	0.49893	0.55723	0.049675	0.090405	0.052111	0.029171	0.059862	0.068233	0.2302	0.065836	0.16439	0.39075	0.039701	0.52902	0.35227	0.4663	0.066661	0.39962	0.47885	0.044223	0.38756	0.57409	0.10423	0.46847	0.070195	0.64401
cg03767353	0.46459	0.36398	0.43882	0.84658	0.34187	0.65532	0.53479	0.62094	0.48938	0.40313	0.56853	0.49061	0.46036	0.52351	0.48395	0.75546	0.44438	0.67795	0.57614	0.57066	0.72788	0.53597	0.51666	0.42447	0.52927	0.47395	0.50964	0.58242	0.60142	0.58253	0.58958	0.73707	0.44193	0.67284	0.50465	0.47345	0.65038	0.56337	0.30492	0.57281	0.32153	0.47189	0.48033	0.52349	0.34921	0.57028	0.66385	0.44562	0.51258	0.64423
cg04016144	0.95467	0.93351	0.95461	0.97287	0.93164	0.91128	0.4171	0.42011	0.39559	0.35518	0.96477	0.35742	0.92355	0.96112	0.51941	0.96063	0.53506	0.9569	0.93899	0.93986	0.95796	0.53098	0.96059	0.7329	0.39006	0.44601	0.95495	0.94668	0.96045	0.94958	0.9401	0.90774	0.44326	0.96248	0.96954	0.68934	0.9508	0.51864	0.48352	0.44188	0.96848	0.43887	0.47122	0.96755	0.48545	0.41116	0.95507	0.44916	0.96257	0.49769
cg04023335	0.5189	0.57969	0.55936	0.53204	0.43435	0.59971	0.16798	0.23231	0.12523	0.11856	0.62493	0.11833	0.57931	0.58479	0.14218	0.59893	0.14757	0.59806	0.57363	0.57995	0.64372	0.15305	0.55506	0.16425	0.16747	0.10124	0.61328	0.63723	0.58986	0.55497	0.63444	0.62229	0.1193	0.66334	0.62404	0.1065	0.59413	0.17567	0.077616	0.1598	0.7045	0.1605	0.0922	0.5944	0.15927	0.1883	0.56966	0.1258	0.61451	0.15687
cg04042030	0.072525	0.070916	0.071847	0.044198	0.056201	0.054193	0.48716	0.4664	0.35462	0.30497	0.043677	0.51426	0.046941	0.050703	0.37445	0.081979	0.54115	0.078179	0.050385	0.065307	0.12121	0.53314	0.036907	0.38724	0.39169	0.42558	0.096996	0.095875	0.028153	0.0725	0.051614	0.051809	0.44734	0.030411	0.032849	0.52376	0.035811	0.45563	0.4547	0.54736	0.038396	0.43351	0.4395	0.093892	0.63866	0.5898	0.084299	0.31704	0.062964	0.55287
cg04303809	0.070643	0.08724	0.10238	0.0935	0.096801	0.10152	0.44802	0.44653	0.35718	0.38966	0.070609	0.43164	0.067904	0.084584	0.40197	0.083464	0.2509	0.11124	0.069967	0.088021	0.074556	0.30317	0.082094	0.36634	0.4863	0.42857	0.14738	0.1303	0.054581	0.08648	0.068185	0.058597	0.33281	0.085671	0.092815	0.44684	0.10917	0.48767	0.52718	0.53932	0.093887	0.49454	0.4879	0.080956	0.47898	0.58176	0.16993	0.38016	0.090705	0.53951
cg04448376	0.067212	0.090753	0.1238	0.066468	0.095492	0.14428	0.38426	0.29026	0.53438	0.43217	0.067282	0.3079	0.022593	0.0661	0.42993	0.068091	0.57563	0.079204	0.048326	0.075784	0.074771	0.55312	0.080347	0.36191	0.43008	0.30141	0.098105	0.10373	0.072255	0.060266	0.080388	0.064309	0.45217	0.052916	0.11022	0.52107	0.069217	0.43273	0.3168	0.35283	0.10967	0.36983	0.29029	0.11373	0.33333	0.5462	0.056812	0.31145	0.085327	0.52241
cg04462340	0.90542	0.92827	0.9025	0.87049	0.85257	0.84412	0.84057	0.85832	0.97206	0.8278	0.94366	0.89273	0.91661	0.92241	0.84391	0.94181	0.89978	0.92723	0.93257	0.93968	0.89534	0.83237	0.94813	0.85391	0.83307	0.84668	0.90668	0.91719	0.93932	0.90775	0.9433	0.9113	0.84423	0.92356	0.9431	0.88628	0.90484	0.84587	0.91812	0.83647	0.94314	0.9174	0.8683	0.9554	0.9123	0.9269	0.91103	0.92079	0.96719	0.86462
cg04689676	0.05327	0.051511	0.052636	0.057263	0.045017	0.055374	0.42265	0.38157	0.10194	0.051123	0.037283	0.081408	0.038013	0.047595	0.19439	0.024398	0.10066	0.069992	0.046321	0.039644	0.059728	0.13997	0.046001	0.16039	0.16047	0.098834	0.040435	0.058831	0.025959	0.049148	0.069125	0.036431	0.12628	0.035783	0.058816	0.073232	0.034359	0.21592	0.24137	0.20344	0.078329	0.18138	0.0953	0.045121	0.19808	0.10742	0.060324	0.15523	0.058312	0.25508
cg04792227	0.16098	0.18343	0.22265	0.22463	0.091967	0.14142	0.34974	0.38355	0.17913	0.21418	0.12165	0.20486	0.19554	0.19132	0.23017	0.3042	0.19708	0.32387	0.1302	0.35973	0.10012	0.29523	0.12899	0.32801	0.22257	0.17212	0.27781	0.33442	0.25486	0.33419	0.11192	0.21729	0.21403	0.31968	0.23218	0.14035	0.21478	0.29982	0.23332	0.31676	0.11859	0.19704	0.36155	0.28767	0.42544	0.30758	0.16894	0.21817	0.14977	0.29414
cg04840163	0.096789	0.1086	0.10549	0.11629	0.11466	0.11841	0.45833	0.52823	0.51641	0.47349	0.10286	0.43332	0.097308	0.084033	0.32146	0.068598	0.52939	0.09813	0.098013	0.078546	0.10669	0.36712	0.082473	0.55079	0.67554	0.46566	0.10338	0.11303	0.075687	0.071976	0.086576	0.093238	0.44157	0.086754	0.13795	0.37282	0.1192	0.47189	0.51259	0.60718	0.16149	0.33838	0.57335	0.15394	0.50388	0.4078	0.12123	0.43704	0.128	0.47858
cg04964672	0.89146	0.89331	0.88699	0.86824	0.86536	0.83818	0.73421	0.75457	0.67971	0.67421	0.91559	0.69657	0.86986	0.86263	0.61425	0.90446	0.66423	0.91323	0.89636	0.89785	0.87233	0.69038	0.87956	0.61583	0.6355	0.57904	0.87446	0.88302	0.86582	0.88156	0.91014	0.87659	0.62629	0.92045	0.91566	0.56244	0.90467	0.66176	0.63002	0.62714	0.89656	0.50455	0.64968	0.89884	0.65315	0.58746	0.9241	0.58145	0.9241	0.67788
cg05213048	0.68123	0.62384	0.70357	0.6584	0.61199	0.76029	0.62455	0.79471	0.58314	0.63494	0.7009	0.56755	0.76428	0.75501	0.64942	0.75075	0.6338	0.76651	0.72076	0.85865	0.83078	0.59128	0.69055	0.76768	0.73211	0.6564	0.77661	0.84282	0.69478	0.72557	0.78487	0.68699	0.52414	0.75569	0.81802	0.79994	0.7112	0.6697	0.60983	0.6899	0.85247	0.62797	0.60563	0.86363	0.64647	0.61324	0.78852	0.65418	0.80768	0.66472
cg05230942	0.55469	0.66436	0.78357	0.70119	0.70063	0.67978	0.39309	0.37186	0.24568	0.43496	0.72002	0.43778	0.72008	0.67677	0.33588	0.72878	0.4748	0.74708	0.72539	0.75002	0.76805	0.60428	0.69494	0.47356	0.40499	0.3157	0.74974	0.70515	0.71931	0.84051	0.70123	0.59504	0.43031	0.67888	0.7392	0.42887	0.73786	0.44546	0.41395	0.31572	0.78782	0.50312	0.3957	0.73404	0.53337	0.38741	0.74431	0.31536	0.761	0.52967
cg05480730	0.034292	0.040506	0.027217	0.024829	0.031358	0.027593	0.42579	0.36449	0.39292	0.23553	0.01185	0.18625	0.028343	0.028425	0.31757	0.025954	0.29205	0.053402	0.025784	0.0055693	0.029156	0.46137	0.016865	0.40964	0.26286	0.20601	0.028549	0.036312	0.019264	0.016898	0.045042	0.036763	0.42977	0.024557	0.013913	0.29806	0.025612	0.54325	0.48449	0.42924	0.056636	0.33969	0.20707	0.038143	0.35813	0.41044	0.038534	0.22953	0.021372	0.43609
cg05544622	0.93572	0.93321	0.94605	0.93973	0.93959	0.95217	0.50955	0.38165	0.4704	0.43793	0.96098	0.30376	0.9596	0.96273	0.52665	0.97515	0.46313	0.95427	0.94802	0.96314	0.94593	0.51029	0.9712	0.56718	0.43278	0.4998	0.95414	0.96466	0.96429	0.97637	0.96778	0.94956	0.3089	0.96958	0.97596	0.74799	0.96055	0.42474	0.61064	0.62212	0.97434	0.36159	0.46667	0.95797	0.38787	0.43166	0.94841	0.56863	0.96648	0.52332
cg05621349	0.060977	0.036209	0.05152	0.052141	0.054508	0.075584	0.47095	0.38167	0.18634	0.42669	0.035196	0.43938	0.026736	0.032671	0.36551	0.02245	0.31049	0.040675	0.03101	0.035121	0.043421	0.46082	0.024921	0.47757	0.23513	0.45233	0.043311	0.053355	0.044951	0.032887	0.035234	0.037297	0.47132	0.040745	0.04055	0.37977	0.039571	0.34643	0.50232	0.4253	0.044863	0.47012	0.42047	0.058446	0.48836	0.25194	0.062289	0.39358	0.04453	0.45864
cg05865243	0.97909	0.94208	0.95864	0.97012	0.9642	0.96167	0.49566	0.63605	0.18199	0.087895	0.97875	0.56225	0.98025	0.97721	0.44138	0.98556	0.5216	0.97595	0.98329	0.97444	0.9652	0.70852	0.97793	0.65398	0.43417	0.31461	0.97996	0.97163	0.97994	0.97653	0.97704	0.98439	0.55592	0.98252	0.97874	0.80666	0.9739	0.48395	0.52395	0.63924	0.98216	0.31413	0.54868	0.97934	0.58965	0.5913	0.98108	0.45101	0.97335	0.72136
cg05890011	0.03648	0.070245	0.071687	0.03901	0.10257	0.082061	0.38666	0.57785	0.12298	0.30429	0.037288	0.26118	0.039073	0.042719	0.43876	0.014675	0.41658	0.060321	0.025004	0.032358	0.044409	0.31607	0.047042	0.43672	0.358	0.29427	0.054522	0.055971	0.021344	0.025891	0.061385	0.023736	0.30336	0.019143	0.026479	0.53823	0.023345	0.47197	0.58868	0.24739	0.027683	0.4493	0.50607	0.041845	0.53255	0.47789	0.033375	0.46547	0.052431	0.4663
cg06322277	0.88566	0.86613	0.8656	0.86758	0.81524	0.8694	0.27831	0.3343	0.50999	0.20265	0.89768	0.22477	0.89856	0.90256	0.43997	0.90265	0.3532	0.93698	0.89672	0.85806	0.57279	0.43712	0.89294	0.38132	0.57303	0.39103	0.86558	0.906	0.91366	0.94011	0.92379	0.91764	0.43763	0.87922	0.9062	0.42269	0.90576	0.46277	0.56125	0.40499	0.807	0.28101	0.45159	0.86423	0.34822	0.37676	0.88636	0.33734	0.92911	0.42693
cg06479204	0.10976	0.13574	0.1259	0.10705	0.10805	0.10273	0.46872	0.41316	0.33364	0.18637	0.086757	0.4626	0.088459	0.091159	0.35971	0.092378	0.31865	0.10165	0.086664	0.096247	0.086164	0.55174	0.075493	0.33303	0.45416	0.45854	0.10043	0.10323	0.080546	0.089226	0.086283	0.077033	0.28459	0.090012	0.11737	0.35351	0.11781	0.45621	0.35122	0.50288	0.10836	0.34295	0.48942	0.10123	0.4145	0.35018	0.12017	0.45263	0.12099	0.48372
cg07731488	0.066322	0.040441	0.043097	0.040086	0.036006	0.13898	0.52071	0.38616	0.4759	0.48569	0.016186	0.36853	0.023542	0.02309	0.31171	0.039283	0.40061	0.053108	0.026214	0.023056	0.022037	0.4784	0.028485	0.37782	0.42898	0.16391	0.01404	0.032785	0.070027	0.024338	0.024948	0.018813	0.24605	0.020375	0.0069479	0.24446	0.012082	0.2775	0.56739	0.42313	0.017898	0.40668	0.5239	0.017868	0.43506	0.42569	0.021174	0.3795	0.030776	0.47162
cg07747963	0.83115	0.81321	0.77766	0.75212	0.81557	0.78614	0.42486	0.36409	0.22309	0.44073	0.86571	0.47259	0.73644	0.83386	0.51962	0.88949	0.37138	0.82304	0.85663	0.8153	0.84579	0.2115	0.81787	0.53042	0.43399	0.4117	0.79211	0.81448	0.812	0.82612	0.81398	0.88222	0.40119	0.85352	0.83612	0.28821	0.86395	0.40195	0.43493	0.31216	0.88033	0.25103	0.44698	0.89147	0.68738	0.44995	0.87448	0.40974	0.88787	0.49693
cg07939587	0.43873	0.34955	0.37823	0.77063	0.24401	0.6138	0.31361	0.26316	0.52196	0.57435	0.56539	0.49972	0.46339	0.54003	0.38824	0.78712	0.4349	0.72477	0.58231	0.55809	0.61526	0.6226	0.45994	0.45967	0.44946	0.60381	0.54292	0.55271	0.58362	0.56802	0.57745	0.70976	0.43548	0.65472	0.39962	0.40752	0.64832	0.14959	0.42889	0.49756	0.18641	0.36159	0.52874	0.60641	0.45437	0.32992	0.61289	0.50035	0.62324	0.324
cg08242338	0.9785	0.96647	0.95325	0.9588	0.96286	0.93523	0.40946	0.51337	0.19213	0.4685	0.97511	0.44438	0.96921	0.98241	0.55817	0.97936	0.34079	0.9694	0.98243	0.95316	0.987	0.21682	0.98195	0.82035	0.60329	0.51327	0.96244	0.96605	0.97669	0.97728	0.95891	0.9832	0.4439	0.97789	0.97602	0.73397	0.97057	0.52101	0.50501	0.35333	0.98382	0.60816	0.41987	0.9806	0.60959	0.54002	0.98054	0.36053	0.97677	0.68664
cg08265308	0.87445	0.84876	0.78137	0.77365	0.7674	0.81145	0.45248	0.46378	0.3827	0.20318	0.90763	0.35208	0.84355	0.83564	0.27526	0.87018	0.34829	0.84081	0.82624	0.85005	0.78272	0.3049	0.8549	0.28983	0.36247	0.22522	0.77686	0.85739	0.84686	0.87555	0.7805	0.88488	0.34146	0.87225	0.7941	0.46715	0.8807	0.32538	0.34248	0.42912	0.82137	0.21599	0.54888	0.83863	0.56522	0.46031	0.77211	0.34126	0.83264	0.60725
cg08921682	0.32569	0.37124	0.47781	0.35372	0.44724	0.30891	0.45177	0.20128	0.5398	0.35473	0.46301	0.41886	0.36188	0.39402	0.32448	0.43648	0.41812	0.48645	0.37065	0.37209	0.22552	0.38844	0.44112	0.4888	0.36986	0.35113	0.39646	0.43034	0.4489	0.41632	0.47142	0.3805	0.40776	0.49499	0.54386	0.41788	0.48175	0.51086	0.3864	0.67161	0.35358	0.62269	0.50842	0.60143	0.55378	0.60612	0.33503	0.64005	0.32513	0.56142
cg09350919	0.96024	0.94254	0.94389	0.96186	0.94588	0.95804	0.47556	0.41459	0.27914	0.41356	0.97143	0.46611	0.97263	0.95723	0.3	0.97257	0.41824	0.97168	0.95239	0.96417	0.94753	0.40055	0.9694	0.47562	0.32282	0.38782	0.97002	0.96759	0.96401	0.9719	0.97399	0.95779	0.39725	0.97217	0.97691	0.59222	0.95856	0.48172	0.52878	0.58419	0.97818	0.4704	0.41388	0.97634	0.50873	0.64175	0.97384	0.4375	0.96497	0.39361
cg09460641	0.94843	0.93044	0.91997	0.93199	0.92516	0.93871	0.38744	0.41547	0.40654	0.5261	0.96118	0.25366	0.93972	0.94058	0.57156	0.93971	0.3441	0.9435	0.92991	0.94924	0.94411	0.53265	0.93885	0.55684	0.37946	0.34272	0.93589	0.92646	0.93341	0.94825	0.95718	0.94234	0.4067	0.94972	0.94462	0.72274	0.93146	0.31445	0.15522	0.53269	0.93825	0.37876	0.29535	0.94431	0.32372	0.24201	0.94099	0.33313	0.94499	0.46604
cg09856092	0.018911	0.048504	0.038141	0.038882	0.045357	0.024994	0.42273	0.47144	0.29865	0.25962	0.012656	0.55171	0.020879	0.027151	0.39134	0.013072	0.51807	0.024833	0.019529	0.019334	0.018685	0.53911	0.020259	0.46008	0.45708	0.36702	0.028389	0.024962	0.02035	0.020128	0.030194	0.015063	0.41708	0.03383	0.061542	0.30898	0.031203	0.44947	0.50342	0.72734	0.044248	0.50339	0.58772	0.046453	0.51825	0.52818	0.058531	0.53705	0.062595	0.56391
cg10076560	0.25656	0.27878	0.22328	0.21625	0.22151	0.30047	0.41206	0.49919	0.2822	0.28396	0.21162	0.39887	0.22108	0.2206	0.42289	0.21672	0.35156	0.21876	0.24316	0.22534	0.21244	0.43476	0.20754	0.49225	0.39754	0.31715	0.21087	0.23493	0.22524	0.18865	0.18442	0.21647	0.41451	0.23337	0.2818	0.49503	0.25171	0.48656	0.51086	0.50459	0.2738	0.4525	0.49305	0.26672	0.52664	0.47967	0.31466	0.50586	0.27202	0.55466
cg10213302	0.11284	0.13016	0.11558	0.13478	0.081267	0.12901	0.65055	0.47661	0.55307	0.5674	0.096015	0.74501	0.13871	0.12809	0.55062	0.083168	0.614	0.10888	0.077177	0.11641	0.19328	0.632	0.10989	0.53343	0.56051	0.47335	0.13638	0.14798	0.10989	0.12096	0.13688	0.1164	0.58253	0.13195	0.17584	0.65567	0.14769	0.74689	0.59019	0.59026	0.16315	0.64096	0.5648	0.1455	0.56888	0.62556	0.18279	0.54068	0.17132	0.64172
cg10252249	0.93095	0.95194	0.94791	0.92442	0.94897	0.93542	0.44314	0.46857	0.56422	0.45452	0.94473	0.48189	0.9593	0.94881	0.57412	0.96189	0.76415	0.95668	0.96462	0.9675	0.94683	0.57964	0.95078	0.60906	0.52814	0.6204	0.94695	0.96426	0.9719	0.94611	0.96238	0.94288	0.48846	0.96183	0.97101	0.70113	0.96481	0.53633	0.62136	0.55582	0.96709	0.45244	0.71008	0.9627	0.60752	0.60938	0.9615	0.56783	0.93961	0.63247
cg10267609	0.96246	0.95463	0.94237	0.95728	0.94927	0.95101	0.33579	0.45093	0.22163	0.37008	0.97045	0.48172	0.95395	0.94002	0.375	0.96271	0.40412	0.95576	0.94254	0.9541	0.95439	0.49175	0.95689	0.45802	0.41277	0.31807	0.94669	0.94175	0.95015	0.95728	0.95433	0.93969	0.45757	0.95829	0.95572	0.73367	0.95537	0.49211	0.50859	0.49713	0.95798	0.50423	0.35496	0.95624	0.56875	0.54283	0.95141	0.46102	0.96139	0.48871
